-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 0 0
-2.725 1.72414e-05 1.15659e-05
-2.675 0 0
-2.625 1.72414e-05 1.68048e-05
-2.575 4.31034e-05 1.66939e-05
-2.525 3.44828e-05 2.61478e-05
-2.475 0.000112069 3.28832e-05
-2.425 0.000155172 6.2045e-05
-2.375 0.000318966 6.59638e-05
-2.325 0.000612069 7.75623e-05
-2.275 0.000905172 0.000124255
-2.225 0.00172414 0.000153729
-2.175 0.00231897 0.000140321
-2.125 0.00351724 0.000252632
-2.075 0.00526724 0.000311176
-2.025 0.00859483 0.00048587
-1.975 0.0124828 0.000516436
-1.925 0.0178966 0.000575278
-1.875 0.024319 0.000759646
-1.825 0.0325431 0.000854873
-1.775 0.0452328 0.00106348
-1.725 0.0587931 0.00111411
-1.675 0.0771724 0.00134888
-1.625 0.0976552 0.0015781
-1.575 0.120922 0.00210134
-1.525 0.149431 0.00190559
-1.475 0.181095 0.00239075
-1.425 0.214483 0.0030543
-1.375 0.250181 0.00307788
-1.325 0.286466 0.00315777
-1.275 0.319319 0.00410836
-1.225 0.347638 0.00431707
-1.175 0.375129 0.00447021
-1.125 0.396974 0.0040152
-1.075 0.410457 0.00365101
-1.025 0.423009 0.00369105
-0.975 0.423509 0.00541651
-0.925 0.423853 0.00351186
-0.875 0.419207 0.00442108
-0.825 0.40681 0.00332304
-0.775 0.391552 0.00313412
-0.725 0.374431 0.00341175
-0.675 0.354914 0.00308697
-0.625 0.335914 0.00218528
-0.575 0.315276 0.00250877
-0.525 0.300983 0.00266877
-0.475 0.282207 0.00271869
-0.425 0.264457 0.00233668
-0.375 0.25144 0.00223515
-0.325 0.237819 0.0021728
-0.275 0.226957 0.00216024
-0.225 0.220034 0.001773
-0.175 0.215052 0.00191314
-0.125 0.211491 0.00147986
-0.075 0.207224 0.00166435
-0.025 0.206233 0.00192155
0.025 0.205647 0.00216655
0.075 0.206431 0.00179667
0.125 0.211147 0.001548
0.175 0.216388 0.00197989
0.225 0.221776 0.00203974
0.275 0.231405 0.00219367
0.325 0.241371 0.00183357
0.375 0.255483 0.00240165
0.425 0.267431 0.00269178
0.475 0.281534 0.00220787
0.525 0.303121 0.00274979
0.575 0.318828 0.00312691
0.625 0.33981 0.00328309
0.675 0.357871 0.00340121
0.725 0.37381 0.00312
0.775 0.391595 0.00313373
0.825 0.409983 0.00284582
0.875 0.424095 0.00346689
0.925 0.43175 0.0041543
0.975 0.430578 0.00364147
1.025 0.424853 0.00474442
1.075 0.423974 0.00417085
1.125 0.402948 0.00466254
1.175 0.383534 0.00430433
1.225 0.355707 0.00449868
1.275 0.326474 0.00460034
1.325 0.293198 0.00428285
1.375 0.256888 0.00374306
1.425 0.220931 0.00314929
1.475 0.186638 0.00266828
1.525 0.154759 0.00242985
1.575 0.125362 0.0019643
1.625 0.0991034 0.00131903
1.675 0.0763707 0.00120846
1.725 0.058569 0.00126463
1.775 0.0457155 0.000745705
1.825 0.0337155 0.000628244
1.875 0.0243621 0.000603091
1.925 0.0176897 0.000557939
1.975 0.0119655 0.00059394
2.025 0.00841379 0.00034431
2.075 0.00551724 0.00029285
2.125 0.00344828 0.000220461
2.175 0.00198276 0.000186295
2.225 0.00134483 0.000100238
2.275 0.000905172 9.43365e-05
2.325 0.000577586 8.47068e-05
2.375 0.00037069 8.72991e-05
2.425 0.000146552 4.27138e-05
2.475 0.00012069 3.67771e-05
2.525 5.17241e-05 2.14653e-05
2.575 6.03448e-05 3.05396e-05
2.625 3.44828e-05 2.61478e-05
2.675 8.62069e-06 8.40241e-06
2.725 0 0
2.775 8.62069e-06 8.40241e-06
2.825 0 0
2.875 0 0
2.925 0 0
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
